Industry,Day,Objective,Platform,Amount spent (IDR),Impressions,Reach,Link clicks
Skincare,16/05/2022,LINK_CLICKS,instagram,54092,7231,6144,87
Skincare,17/05/2022,LINK_CLICKS,facebook,204624,46823,43760,1155
Skincare,17/05/2022,LINK_CLICKS,instagram,33186,4988,4752,43
Skincare,18/05/2022,LINK_CLICKS,facebook,194160,40441,37984,1034
Skincare,18/05/2022,LINK_CLICKS,instagram,28415,3781,3352,39
Skincare,19/05/2022,LINK_CLICKS,facebook,186433,32518,30263,981
Skincare,19/05/2022,LINK_CLICKS,instagram,25997,3521,3456,42
Skincare,20/05/2022,LINK_CLICKS,facebook,192712,44880,42584,988
Skincare,20/05/2022,LINK_CLICKS,instagram,7730,1018,976,25
Skincare,21/05/2022,LINK_CLICKS,facebook,191111,34964,33032,978
Skincare,21/05/2022,LINK_CLICKS,instagram,38062,4241,4241,47
Skincare,22/05/2022,LINK_CLICKS,facebook,297766,33019,31575,766
Skincare,22/05/2022,LINK_CLICKS,instagram,76807,8901,8304,86
Skincare,23/05/2022,LINK_CLICKS,facebook,211996,43264,41416,774
Skincare,23/05/2022,LINK_CLICKS,instagram,39867,5282,5272,41
Skincare,24/05/2022,LINK_CLICKS,facebook,170967,33351,31880,858
Skincare,24/05/2022,LINK_CLICKS,instagram,31782,3599,3599,45
Skincare,25/05/2022,LINK_CLICKS,facebook,168831,33007,31015,751
Skincare,25/05/2022,LINK_CLICKS,instagram,47670,5064,4936,76
Skincare,26/05/2022,LINK_CLICKS,facebook,176448,31274,30608,893
Skincare,26/05/2022,LINK_CLICKS,instagram,40026,4143,3808,43
Skincare,27/05/2022,LINK_CLICKS,facebook,166201,28353,27712,746
Skincare,27/05/2022,LINK_CLICKS,instagram,58488,6152,5672,70
Skincare,28/05/2022,LINK_CLICKS,facebook,177384,24434,22912,704
Skincare,28/05/2022,LINK_CLICKS,instagram,43598,5577,5384,53
Skincare,29/05/2022,LINK_CLICKS,facebook,175369,26802,25800,691
Skincare,29/05/2022,LINK_CLICKS,instagram,8020,837,837,20
Skincare,30/05/2022,LINK_CLICKS,facebook,166988,23473,22327,681
Skincare,30/05/2022,LINK_CLICKS,instagram,14451,1164,1040,24
Skincare,31/05/2022,LINK_CLICKS,facebook,112114,17768,16864,608
Skincare,31/05/2022,LINK_CLICKS,instagram,4601,382,382,10
Skincare,01/06/2022,LINK_CLICKS,facebook,182032,35808,32920,1377
Skincare,01/06/2022,LINK_CLICKS,instagram,19044,2118,1888,14
Skincare,02/06/2022,LINK_CLICKS,facebook,242442,39668,36848,1216
Skincare,02/06/2022,LINK_CLICKS,instagram,28097,2696,2336,32
Skincare,03/06/2022,LINK_CLICKS,facebook,239375,36502,32992,1097
Skincare,03/06/2022,LINK_CLICKS,instagram,42316,4398,3856,49
Skincare,04/06/2022,LINK_CLICKS,facebook,239540,37893,35848,1061
Skincare,04/06/2022,LINK_CLICKS,instagram,59546,6667,6024,78
Skincare,05/06/2022,LINK_CLICKS,facebook,239780,38067,34072,1050
Skincare,05/06/2022,LINK_CLICKS,instagram,69669,8833,7664,53
Skincare,06/06/2022,LINK_CLICKS,facebook,240571,35951,33287,980
Skincare,06/06/2022,LINK_CLICKS,instagram,104533,13561,12128,83
Skincare,07/06/2022,LINK_CLICKS,facebook,248291,43712,40592,1214
Skincare,07/06/2022,LINK_CLICKS,instagram,62004,7874,7584,68
Skincare,08/06/2022,LINK_CLICKS,facebook,242458,38798,35798,1060
Skincare,08/06/2022,LINK_CLICKS,instagram,30301,3722,3376,23
Skincare,09/06/2022,LINK_CLICKS,facebook,248401,36772,33968,1049
Skincare,09/06/2022,LINK_CLICKS,instagram,67599,8254,7912,69
Skincare,10/06/2022,LINK_CLICKS,facebook,253391,36481,34312,975
Skincare,10/06/2022,LINK_CLICKS,instagram,84584,10135,9280,72
Skincare,11/06/2022,LINK_CLICKS,facebook,249211,36756,33704,950
Skincare,11/06/2022,LINK_CLICKS,instagram,54576,5684,5016,51
Skincare,12/06/2022,LINK_CLICKS,facebook,250367,38965,36648,1019
Skincare,12/06/2022,LINK_CLICKS,instagram,48373,5507,4856,51
Skincare,13/06/2022,LINK_CLICKS,facebook,251291,38174,34752,1009
Skincare,13/06/2022,LINK_CLICKS,instagram,40277,5404,5096,37
Skincare,14/06/2022,LINK_CLICKS,facebook,232011,37436,34296,987
Skincare,14/06/2022,LINK_CLICKS,instagram,23887,2768,2368,27
Skincare,15/06/2022,LINK_CLICKS,facebook,246218,39464,35442,1012
Skincare,15/06/2022,LINK_CLICKS,instagram,41611,4750,4337,40
Skincare,16/06/2022,LINK_CLICKS,facebook,225480,36525,31901,916
Skincare,16/06/2022,LINK_CLICKS,instagram,38877,4536,4123,29
Skincare,17/06/2022,LINK_CLICKS,facebook,250623,38863,34776,1060
Skincare,17/06/2022,LINK_CLICKS,instagram,25551,2726,2680,26
Skincare,18/06/2022,LINK_CLICKS,facebook,251480,37778,34159,977
Skincare,18/06/2022,LINK_CLICKS,instagram,28535,3090,2456,24
Skincare,19/06/2022,LINK_CLICKS,facebook,250971,41041,37391,1119
Skincare,19/06/2022,LINK_CLICKS,instagram,30606,3661,3344,41
Skincare,20/06/2022,LINK_CLICKS,facebook,241017,39463,36968,1035
Skincare,20/06/2022,LINK_CLICKS,instagram,25438,2873,2688,29
Skincare,21/06/2022,LINK_CLICKS,facebook,237346,36642,35118,950
Skincare,21/06/2022,LINK_CLICKS,instagram,41065,4644,4192,58
Skincare,22/06/2022,LINK_CLICKS,facebook,225952,33683,31806,805
Skincare,22/06/2022,LINK_CLICKS,instagram,38813,4182,3598,31
Skincare,23/06/2022,LINK_CLICKS,facebook,221929,31745,30232,819
Skincare,23/06/2022,LINK_CLICKS,instagram,37109,4173,3744,34
Skincare,24/06/2022,LINK_CLICKS,facebook,233305,33454,31304,1013
Skincare,24/06/2022,LINK_CLICKS,instagram,36424,3794,3392,28
Skincare,25/06/2022,LINK_CLICKS,facebook,234500,37101,35552,839
Skincare,25/06/2022,LINK_CLICKS,instagram,68567,5793,5168,60
Skincare,26/06/2022,LINK_CLICKS,facebook,241170,39813,38184,930
Skincare,26/06/2022,LINK_CLICKS,instagram,97861,9878,8656,89
Skincare,27/06/2022,LINK_CLICKS,facebook,232159,34707,32688,837
Skincare,27/06/2022,LINK_CLICKS,instagram,70713,8448,7480,63
Skincare,28/06/2022,LINK_CLICKS,facebook,238836,33313,31950,780
Skincare,28/06/2022,LINK_CLICKS,instagram,69327,5855,5232,37
Skincare,29/06/2022,LINK_CLICKS,facebook,240806,31152,28464,784
Skincare,29/06/2022,LINK_CLICKS,instagram,77715,6197,5416,49
Skincare,30/06/2022,LINK_CLICKS,facebook,158136,21502,20440,612
Skincare,30/06/2022,LINK_CLICKS,instagram,23880,2403,2096,13
Skincare,01/07/2022,LINK_CLICKS,facebook,15732,4064,4019,151
Skincare,01/07/2022,LINK_CLICKS,instagram,147,22,22,
Skincare,02/07/2022,LINK_CLICKS,facebook,44294,16457,15532,327
Skincare,02/07/2022,LINK_CLICKS,instagram,174,22,8,
Skincare,03/07/2022,LINK_CLICKS,facebook,45990,14091,13640,373
Skincare,03/07/2022,LINK_CLICKS,instagram,533,85,80,3
Skincare,04/07/2022,LINK_CLICKS,facebook,44943,14496,13380,323
Skincare,04/07/2022,LINK_CLICKS,instagram,0,2,2,
Skincare,05/07/2022,LINK_CLICKS,facebook,45466,17206,16088,382
Skincare,05/07/2022,LINK_CLICKS,instagram,2,1,0,
Skincare,06/07/2022,LINK_CLICKS,facebook,138848,43447,40743,1063
Skincare,06/07/2022,LINK_CLICKS,instagram,437,319,319,1
Skincare,07/07/2022,LINK_CLICKS,facebook,215866,53460,48269,925
Skincare,07/07/2022,LINK_CLICKS,instagram,22677,2233,1712,41
Skincare,08/07/2022,LINK_CLICKS,facebook,224268,49897,47296,905
Skincare,08/07/2022,LINK_CLICKS,instagram,23076,3207,3088,43
Skincare,09/07/2022,LINK_CLICKS,facebook,216991,51569,48352,964
Skincare,09/07/2022,LINK_CLICKS,instagram,4002,453,384,9
Skincare,10/07/2022,LINK_CLICKS,facebook,210689,48546,44700,951
Skincare,10/07/2022,LINK_CLICKS,instagram,13761,1367,1224,23
Skincare,11/07/2022,LINK_CLICKS,facebook,210162,49954,47872,963
Skincare,11/07/2022,LINK_CLICKS,instagram,20492,4336,3952,24
Skincare,12/07/2022,LINK_CLICKS,facebook,218716,51607,47632,937
Skincare,12/07/2022,LINK_CLICKS,instagram,25307,5748,5520,35
Skincare,13/07/2022,LINK_CLICKS,facebook,213702,48390,45696,902
Skincare,13/07/2022,LINK_CLICKS,instagram,25921,4103,3888,39
Skincare,14/07/2022,LINK_CLICKS,facebook,206203,45856,43744,792
Skincare,14/07/2022,LINK_CLICKS,instagram,24476,3375,3224,26
Skincare,15/07/2022,LINK_CLICKS,facebook,216026,50200,48623,930
Skincare,15/07/2022,LINK_CLICKS,instagram,14799,1715,1568,18
Skincare,16/07/2022,LINK_CLICKS,facebook,220413,56824,55440,1101
Skincare,16/07/2022,LINK_CLICKS,instagram,14493,2258,2160,15
Skincare,17/07/2022,LINK_CLICKS,facebook,211393,53276,51181,1036
Skincare,17/07/2022,LINK_CLICKS,instagram,25327,6689,6160,35
Skincare,18/07/2022,LINK_CLICKS,facebook,216081,45724,42910,812
Skincare,18/07/2022,LINK_CLICKS,instagram,24093,6376,5776,40
Skincare,19/07/2022,LINK_CLICKS,facebook,199769,35596,33792,969
Skincare,19/07/2022,LINK_CLICKS,instagram,57602,7928,7544,69
Skincare,20/07/2022,LINK_CLICKS,facebook,229551,43175,40719,783
Skincare,20/07/2022,LINK_CLICKS,instagram,123575,14943,13600,149
Skincare,21/07/2022,LINK_CLICKS,facebook,244692,42020,38704,713
Skincare,21/07/2022,LINK_CLICKS,instagram,78019,9489,8632,74
Skincare,22/07/2022,LINK_CLICKS,facebook,248691,42665,39809,647
Skincare,22/07/2022,LINK_CLICKS,instagram,108903,10064,9216,118
Skincare,23/07/2022,LINK_CLICKS,facebook,288007,49629,45215,1059
Skincare,23/07/2022,LINK_CLICKS,instagram,61210,8549,8032,64
Skincare,24/07/2022,LINK_CLICKS,facebook,238999,41111,39359,691
Skincare,24/07/2022,LINK_CLICKS,instagram,94710,10786,9472,125
Skincare,25/07/2022,LINK_CLICKS,facebook,229943,37817,34896,637
Skincare,25/07/2022,LINK_CLICKS,instagram,99248,10875,10088,93
Skincare,26/07/2022,LINK_CLICKS,facebook,246435,34271,32120,577
Skincare,26/07/2022,LINK_CLICKS,instagram,70547,7170,6416,68
Skincare,27/07/2022,LINK_CLICKS,facebook,252222,35861,34263,593
Skincare,27/07/2022,LINK_CLICKS,instagram,40740,3729,3216,35
Skincare,28/07/2022,LINK_CLICKS,facebook,282343,49080,43816,1041
Skincare,28/07/2022,LINK_CLICKS,instagram,12172,1071,1016,15
Skincare,29/07/2022,LINK_CLICKS,facebook,223033,34822,32000,689
Skincare,29/07/2022,LINK_CLICKS,instagram,43810,4091,3576,38
Skincare,30/07/2022,LINK_CLICKS,facebook,273662,49637,44496,592
Skincare,30/07/2022,LINK_CLICKS,instagram,45650,3921,3568,32
Skincare,31/07/2022,LINK_CLICKS,facebook,246262,51106,45008,628
Skincare,31/07/2022,LINK_CLICKS,instagram,41332,3937,3664,51
Skincare,01/08/2022,LINK_CLICKS,facebook,107053,38907,35944,458
Skincare,01/08/2022,LINK_CLICKS,instagram,40039,4966,3504,46
Skincare,02/08/2022,LINK_CLICKS,facebook,151609,51499,45726,467
Skincare,02/08/2022,LINK_CLICKS,instagram,35474,4721,3648,41
Skincare,03/08/2022,LINK_CLICKS,facebook,168804,45037,41064,632
Skincare,03/08/2022,LINK_CLICKS,instagram,25676,3931,3192,30
Skincare,04/08/2022,LINK_CLICKS,facebook,163190,32878,30231,467
Skincare,04/08/2022,LINK_CLICKS,instagram,40630,5477,4544,42
Skincare,05/08/2022,LINK_CLICKS,facebook,179020,34513,31603,462
Skincare,05/08/2022,LINK_CLICKS,instagram,60461,7141,6471,44
Skincare,06/08/2022,LINK_CLICKS,facebook,183304,34104,30464,479
Skincare,06/08/2022,LINK_CLICKS,instagram,65579,10470,9408,54
Skincare,07/08/2022,LINK_CLICKS,facebook,182422,34973,32032,481
Skincare,07/08/2022,LINK_CLICKS,instagram,30677,3514,2880,27
Skincare,08/08/2022,LINK_CLICKS,facebook,239551,43577,40136,1101
Skincare,08/08/2022,LINK_CLICKS,instagram,30083,3114,2760,25
Skincare,09/08/2022,LINK_CLICKS,facebook,263191,51686,48208,1104
Skincare,09/08/2022,LINK_CLICKS,instagram,36290,4072,3936,33
Skincare,10/08/2022,LINK_CLICKS,facebook,254245,43658,40272,929
Skincare,10/08/2022,LINK_CLICKS,instagram,46405,6912,5936,42
Skincare,11/08/2022,LINK_CLICKS,facebook,261726,49259,45049,998
Skincare,11/08/2022,LINK_CLICKS,instagram,20446,2291,1992,24
Skincare,12/08/2022,LINK_CLICKS,facebook,262154,45986,42368,945
Skincare,12/08/2022,LINK_CLICKS,instagram,21022,2296,1616,21
Skincare,13/08/2022,LINK_CLICKS,facebook,256084,41739,37641,912
Skincare,13/08/2022,LINK_CLICKS,instagram,43671,5039,4496,32
Skincare,14/08/2022,LINK_CLICKS,facebook,254333,39723,35312,911
Skincare,14/08/2022,LINK_CLICKS,instagram,81989,11276,9792,83
Skincare,15/08/2022,LINK_CLICKS,facebook,273354,41625,38360,955
Skincare,15/08/2022,LINK_CLICKS,instagram,26315,3163,2576,28
Skincare,16/08/2022,LINK_CLICKS,facebook,187705,29616,26776,635
Skincare,16/08/2022,LINK_CLICKS,instagram,51696,11583,10328,48
Skincare,17/08/2022,LINK_CLICKS,facebook,210054,31473,28608,697
Skincare,17/08/2022,LINK_CLICKS,instagram,49277,16515,14816,53
Skincare,18/08/2022,LINK_CLICKS,facebook,249991,34950,32737,748
Skincare,18/08/2022,LINK_CLICKS,instagram,28601,3514,2688,25
Skincare,19/08/2022,LINK_CLICKS,facebook,254102,34877,32296,740
Skincare,19/08/2022,LINK_CLICKS,instagram,27536,3195,2680,18
Skincare,20/08/2022,LINK_CLICKS,facebook,259750,37718,35216,800
Skincare,20/08/2022,LINK_CLICKS,instagram,29620,3253,2560,21
Skincare,21/08/2022,LINK_CLICKS,facebook,253759,40260,36136,823
Skincare,21/08/2022,LINK_CLICKS,instagram,30755,3631,2752,38
Skincare,22/08/2022,LINK_CLICKS,facebook,252415,37440,34344,838
Skincare,22/08/2022,LINK_CLICKS,instagram,28664,3212,2696,22
Skincare,23/08/2022,LINK_CLICKS,facebook,248231,37825,34631,825
Skincare,23/08/2022,LINK_CLICKS,instagram,27798,2940,2184,20
Skincare,24/08/2022,LINK_CLICKS,facebook,227126,33004,30176,612
Skincare,24/08/2022,LINK_CLICKS,instagram,32275,3288,2960,32
Skincare,25/08/2022,LINK_CLICKS,facebook,212546,31246,28447,655
Skincare,25/08/2022,LINK_CLICKS,instagram,25675,2547,2232,26
Skincare,26/08/2022,LINK_CLICKS,facebook,203015,29553,27192,595
Skincare,26/08/2022,LINK_CLICKS,instagram,10924,1075,1075,10
Skincare,27/08/2022,LINK_CLICKS,facebook,207902,27312,25032,637
Skincare,27/08/2022,LINK_CLICKS,instagram,14228,1406,1176,27
Skincare,28/08/2022,LINK_CLICKS,facebook,194557,28032,25664,568
Skincare,28/08/2022,LINK_CLICKS,instagram,20086,2208,2144,24
Skincare,29/08/2022,LINK_CLICKS,facebook,194702,26332,24464,606
Skincare,29/08/2022,LINK_CLICKS,instagram,17798,2100,1936,21
Skincare,30/08/2022,LINK_CLICKS,facebook,192992,27229,24552,631
Skincare,30/08/2022,LINK_CLICKS,instagram,16829,1894,1894,19
Skincare,31/08/2022,LINK_CLICKS,facebook,188909,26569,24920,577
Skincare,31/08/2022,LINK_CLICKS,instagram,15926,1774,1608,14
Skincare,01/09/2022,LINK_CLICKS,facebook,192641,45590,41856,1281
Skincare,01/09/2022,LINK_CLICKS,instagram,23292,3543,2904,28
Skincare,02/09/2022,LINK_CLICKS,facebook,247637,50707,44848,1309
Skincare,02/09/2022,LINK_CLICKS,instagram,15264,2200,2096,13
Skincare,03/09/2022,LINK_CLICKS,facebook,266367,50176,45424,1297
Skincare,03/09/2022,LINK_CLICKS,instagram,18454,2322,1968,21
Skincare,04/09/2022,LINK_CLICKS,facebook,257912,58791,51904,1456
Skincare,04/09/2022,LINK_CLICKS,instagram,21689,2751,2640,24
Skincare,05/09/2022,LINK_CLICKS,facebook,256007,63735,56576,1452
Skincare,05/09/2022,LINK_CLICKS,instagram,22104,3216,3056,22
Skincare,06/09/2022,LINK_CLICKS,facebook,256892,62764,57280,1459
Skincare,06/09/2022,LINK_CLICKS,instagram,15544,2105,2105,14
Skincare,07/09/2022,LINK_CLICKS,facebook,250278,51941,46481,1304
Skincare,07/09/2022,LINK_CLICKS,instagram,17625,2079,2064,23
Skincare,08/09/2022,LINK_CLICKS,facebook,249609,50560,48175,1266
Skincare,08/09/2022,LINK_CLICKS,instagram,17594,2166,2166,16
Skincare,09/09/2022,LINK_CLICKS,facebook,263335,65002,59803,1415
Skincare,09/09/2022,LINK_CLICKS,instagram,12053,1394,1394,18
Skincare,10/09/2022,LINK_CLICKS,facebook,254007,48622,45056,1213
Skincare,10/09/2022,LINK_CLICKS,instagram,25369,2956,2956,23
Skincare,11/09/2022,LINK_CLICKS,facebook,248840,43292,39264,1194
Skincare,11/09/2022,LINK_CLICKS,instagram,27673,3743,3743,31
Skincare,12/09/2022,LINK_CLICKS,facebook,242998,39787,36936,1088
Skincare,12/09/2022,LINK_CLICKS,instagram,30239,4672,4504,27
Skincare,13/09/2022,LINK_CLICKS,facebook,256952,42150,37502,1266
Skincare,13/09/2022,LINK_CLICKS,instagram,15739,2367,2360,13
Skincare,14/09/2022,LINK_CLICKS,facebook,258168,43732,38656,1306
Skincare,14/09/2022,LINK_CLICKS,instagram,15156,2434,2434,13
Skincare,15/09/2022,LINK_CLICKS,facebook,252885,44599,39879,1224
Skincare,15/09/2022,LINK_CLICKS,instagram,64502,5950,5552,50
Skincare,16/09/2022,LINK_CLICKS,facebook,262264,42908,37680,1184
Skincare,16/09/2022,LINK_CLICKS,instagram,124027,11130,9552,76
Skincare,17/09/2022,LINK_CLICKS,facebook,260460,42279,36768,1235
Skincare,17/09/2022,LINK_CLICKS,instagram,82746,10315,9832,71
Skincare,18/09/2022,LINK_CLICKS,facebook,242685,39250,34536,1262
Skincare,18/09/2022,LINK_CLICKS,instagram,39039,5936,5736,45
Skincare,19/09/2022,LINK_CLICKS,facebook,247018,41296,37296,1285
Skincare,19/09/2022,LINK_CLICKS,instagram,42671,5460,5460,40
Skincare,20/09/2022,LINK_CLICKS,facebook,246213,43054,37571,1205
Skincare,20/09/2022,LINK_CLICKS,instagram,34759,4027,3688,28
Skincare,21/09/2022,LINK_CLICKS,facebook,244088,40592,35989,1143
Skincare,21/09/2022,LINK_CLICKS,instagram,53563,6121,5584,38
Skincare,22/09/2022,LINK_CLICKS,facebook,252817,40297,35441,1123
Skincare,22/09/2022,LINK_CLICKS,instagram,111734,13672,12592,106
Skincare,23/09/2022,LINK_CLICKS,facebook,255538,43610,39440,1190
Skincare,23/09/2022,LINK_CLICKS,instagram,113373,16054,14672,82
Skincare,24/09/2022,LINK_CLICKS,facebook,257006,38923,35697,1154
Skincare,24/09/2022,LINK_CLICKS,instagram,93489,13181,12512,68
Skincare,25/09/2022,LINK_CLICKS,facebook,254962,40800,36672,1133
Skincare,25/09/2022,LINK_CLICKS,instagram,95186,11000,10800,64
Skincare,26/09/2022,LINK_CLICKS,facebook,253503,42142,37583,1125
Skincare,26/09/2022,LINK_CLICKS,instagram,87229,8138,7872,45
Skincare,27/09/2022,LINK_CLICKS,facebook,254671,41809,36680,1101
Skincare,27/09/2022,LINK_CLICKS,instagram,62245,5474,5474,23
Skincare,28/09/2022,LINK_CLICKS,facebook,247976,41565,36567,1032
Skincare,28/09/2022,LINK_CLICKS,instagram,62498,5326,5024,27
Skincare,29/09/2022,LINK_CLICKS,facebook,248785,41598,37360,1056
Skincare,29/09/2022,LINK_CLICKS,instagram,61671,6546,6456,26
Skincare,30/09/2022,LINK_CLICKS,facebook,226319,38069,34232,963
Skincare,30/09/2022,LINK_CLICKS,instagram,60476,8165,7936,38
Skincare,03/10/2022,LINK_CLICKS,facebook,29277,8125,7817,78
Skincare,03/10/2022,LINK_CLICKS,instagram,19800,2796,2600,13
Skincare,03/10/2022,OUTCOME_ENGAGEMENT,instagram,7744,279,278,1
Skincare,04/10/2022,LINK_CLICKS,facebook,94016,21651,19416,449
Skincare,04/10/2022,OUTCOME_ENGAGEMENT,instagram,26683,876,845,1
Skincare,04/10/2022,LINK_CLICKS,instagram,78189,12187,11408,67
Skincare,05/10/2022,LINK_CLICKS,facebook,114248,25742,22193,492
Skincare,05/10/2022,OUTCOME_ENGAGEMENT,instagram,38463,1186,1149,3
Skincare,05/10/2022,LINK_CLICKS,instagram,53926,8834,8360,39
Skincare,06/10/2022,LINK_CLICKS,facebook,232194,64492,58799,1230
Skincare,06/10/2022,LINK_CLICKS,instagram,30533,4198,3728,27
Skincare,06/10/2022,OUTCOME_ENGAGEMENT,instagram,40793,1231,1194,4
Skincare,07/10/2022,LINK_CLICKS,facebook,304705,73421,63202,1238
Skincare,07/10/2022,LINK_CLICKS,instagram,37915,6413,5984,39
Skincare,07/10/2022,OUTCOME_ENGAGEMENT,instagram,68777,1428,1367,4
Skincare,08/10/2022,LINK_CLICKS,facebook,319567,69934,59234,1189
Skincare,08/10/2022,OUTCOME_ENGAGEMENT,instagram,82358,1763,1700,4
Skincare,08/10/2022,LINK_CLICKS,instagram,31058,4832,4176,37
Skincare,09/10/2022,LINK_CLICKS,facebook,311215,67306,57842,1214
Skincare,09/10/2022,LINK_CLICKS,instagram,40584,5562,5056,47
Skincare,09/10/2022,OUTCOME_ENGAGEMENT,instagram,59925,1511,1475,6
Skincare,10/10/2022,LINK_CLICKS,facebook,276951,51855,45632,1104
Skincare,10/10/2022,LINK_CLICKS,instagram,47049,6480,6448,60
Skincare,11/10/2022,LINK_CLICKS,facebook,267574,56394,50702,1085
Skincare,11/10/2022,LINK_CLICKS,instagram,45184,6775,6775,53
Skincare,12/10/2022,LINK_CLICKS,facebook,262139,52507,47120,1027
Skincare,12/10/2022,LINK_CLICKS,instagram,31486,3306,3024,19
Skincare,13/10/2022,LINK_CLICKS,facebook,267212,49795,44832,1043
Skincare,13/10/2022,LINK_CLICKS,instagram,28644,3676,3424,25
Skincare,14/10/2022,LINK_CLICKS,facebook,264637,41961,37559,937
Skincare,14/10/2022,LINK_CLICKS,instagram,34400,4676,4676,31
Skincare,15/10/2022,LINK_CLICKS,facebook,271957,42120,36495,1105
Skincare,15/10/2022,LINK_CLICKS,instagram,46737,5517,5248,45
Skincare,16/10/2022,LINK_CLICKS,facebook,267798,44140,37104,1096
Skincare,16/10/2022,LINK_CLICKS,instagram,70477,11358,10192,46
Skincare,17/10/2022,LINK_CLICKS,facebook,261649,45469,39872,1066
Skincare,17/10/2022,LINK_CLICKS,instagram,59798,11842,11184,75
Skincare,18/10/2022,LINK_CLICKS,facebook,264103,46474,40029,1093
Skincare,18/10/2022,LINK_CLICKS,instagram,32491,5671,5504,36
Skincare,19/10/2022,LINK_CLICKS,facebook,259615,45096,39599,1139
Skincare,19/10/2022,LINK_CLICKS,instagram,30898,4292,4232,48
Skincare,20/10/2022,LINK_CLICKS,facebook,263146,40102,35193,1025
Skincare,20/10/2022,OUTCOME_ENGAGEMENT,instagram,2722,511,504,1
Skincare,20/10/2022,LINK_CLICKS,instagram,32723,3735,3735,16
Skincare,21/10/2022,LINK_CLICKS,facebook,272749,37842,32319,1009
Skincare,21/10/2022,LINK_CLICKS,instagram,43162,4286,4000,30
Skincare,21/10/2022,OUTCOME_ENGAGEMENT,instagram,82592,18043,17492,14
Skincare,22/10/2022,LINK_CLICKS,facebook,273959,39625,33998,1042
Skincare,22/10/2022,OUTCOME_ENGAGEMENT,instagram,85218,22762,21884,14
Skincare,22/10/2022,LINK_CLICKS,instagram,38160,4737,4480,49
Skincare,23/10/2022,LINK_CLICKS,facebook,262828,40705,34056,1063
Skincare,23/10/2022,LINK_CLICKS,instagram,30614,4134,3960,23
Skincare,24/10/2022,LINK_CLICKS,facebook,258546,39704,34288,1049
Skincare,24/10/2022,LINK_CLICKS,instagram,26711,3643,3512,31
Skincare,25/10/2022,LINK_CLICKS,facebook,259520,38158,32265,973
Skincare,25/10/2022,LINK_CLICKS,instagram,29649,4230,3648,30
Skincare,26/10/2022,LINK_CLICKS,facebook,258358,35404,30793,921
Skincare,26/10/2022,LINK_CLICKS,instagram,29111,3936,3768,33
Skincare,27/10/2022,LINK_CLICKS,facebook,255813,31609,27384,858
Skincare,27/10/2022,LINK_CLICKS,instagram,24028,2970,2928,19
Skincare,28/10/2022,LINK_CLICKS,facebook,262900,32974,28680,805
Skincare,28/10/2022,LINK_CLICKS,instagram,24002,2889,2800,28
Skincare,29/10/2022,LINK_CLICKS,facebook,262943,32502,28784,827
Skincare,29/10/2022,LINK_CLICKS,instagram,28267,3463,3376,30
Skincare,30/10/2022,LINK_CLICKS,facebook,250273,31781,27136,817
Skincare,30/10/2022,LINK_CLICKS,instagram,27381,3290,3160,28
Skincare,31/10/2022,LINK_CLICKS,facebook,86333,12194,10625,226
Skincare,31/10/2022,LINK_CLICKS,instagram,53239,5422,4761,42
Skincare,01/11/2022,OUTCOME_ENGAGEMENT,instagram,43028,3582,3520,5
Skincare,01/11/2022,LINK_CLICKS,instagram,62072,15520,14208,69
Skincare,02/11/2022,OUTCOME_ENGAGEMENT,instagram,90665,8096,7662,10
Skincare,02/11/2022,LINK_CLICKS,instagram,30808,9453,8983,23
Skincare,03/11/2022,LINK_CLICKS,instagram,39850,15157,13930,41
Skincare,03/11/2022,OUTCOME_ENGAGEMENT,instagram,65272,6545,6497,3
Skincare,04/11/2022,LINK_CLICKS,facebook,26047,4763,4728,215
Skincare,04/11/2022,LINK_CLICKS,instagram,41495,11009,10420,42
Skincare,05/11/2022,LINK_CLICKS,facebook,226606,68539,58240,918
Skincare,05/11/2022,LINK_CLICKS,instagram,78356,17107,16192,68
Skincare,06/11/2022,LINK_CLICKS,facebook,223630,62335,52208,874
Skincare,06/11/2022,LINK_CLICKS,instagram,52519,16178,16178,57
Skincare,07/11/2022,LINK_CLICKS,facebook,221546,80464,65937,890
Skincare,07/11/2022,LINK_CLICKS,instagram,31207,7143,6816,29
Skincare,08/11/2022,LINK_CLICKS,facebook,214139,80252,65648,854
Skincare,08/11/2022,OUTCOME_ENGAGEMENT,instagram,10245,722,707,
Skincare,08/11/2022,LINK_CLICKS,instagram,10519,1578,1578,10
Skincare,09/11/2022,LINK_CLICKS,facebook,211000,75724,65038,884
Skincare,09/11/2022,OUTCOME_ENGAGEMENT,instagram,110669,12700,12437,11
Skincare,09/11/2022,LINK_CLICKS,instagram,8326,1129,1104,5
Skincare,10/11/2022,LINK_CLICKS,facebook,202871,66946,57042,809
Skincare,10/11/2022,LINK_CLICKS,instagram,9400,1241,1241,8
Skincare,10/11/2022,OUTCOME_ENGAGEMENT,instagram,86355,8042,7760,6
Skincare,11/11/2022,LINK_CLICKS,facebook,217377,59430,50239,838
Skincare,11/11/2022,OUTCOME_ENGAGEMENT,instagram,43188,863,836,2
Skincare,11/11/2022,LINK_CLICKS,instagram,32898,4361,4080,45
Skincare,12/11/2022,LINK_CLICKS,facebook,226995,63643,54704,966
Skincare,12/11/2022,OUTCOME_ENGAGEMENT,instagram,29510,602,595,4
Skincare,12/11/2022,LINK_CLICKS,instagram,27002,4048,3856,36
Skincare,13/11/2022,LINK_CLICKS,facebook,224675,69996,58946,967
